age,job,marital,education,default,balance,housing,loan,campaign,y
49,blue-collar,married,secondary,no,93,no,no,4,no
29,entrepreneur,married,tertiary,no,0,yes,no,1,no
40,services,married,secondary,no,-345,yes,no,2,no
37,technician,single,secondary,no,133,yes,no,2,no
49,services,married,secondary,no,86,yes,yes,2,no
51,blue-collar,married,primary,no,959,no,yes,5,no
34,technician,married,secondary,no,945,yes,yes,1,no
34,technician,single,secondary,yes,103,yes,yes,1,no
32,blue-collar,married,secondary,no,2502,yes,no,1,no
54,management,married,tertiary,no,0,yes,no,2,no
35,blue-collar,married,secondary,no,1290,yes,no,1,no
59,blue-collar,divorced,primary,no,867,yes,no,1,no
29,management,married,tertiary,no,1022,yes,no,1,no
33,management,divorced,tertiary,no,990,yes,no,2,yes
28,technician,single,secondary,no,1241,no,no,1,no
35,unemployed,married,primary,no,3,no,no,1,no
49,management,married,secondary,no,27,yes,no,2,no
35,technician,single,secondary,no,1001,no,yes,2,no
36,management,single,tertiary,no,124,yes,no,4,no
36,admin.,single,secondary,no,1281,no,no,2,no
47,technician,married,unknown,no,751,yes,no,1,no
30,services,married,secondary,no,-68,yes,yes,1,no
28,technician,single,secondary,no,981,yes,no,1,no
50,technician,divorced,tertiary,no,1679,yes,no,2,no
35,blue-collar,married,secondary,no,0,yes,yes,1,no
33,blue-collar,married,secondary,no,0,yes,no,1,no
48,blue-collar,divorced,secondary,no,271,yes,yes,1,no
56,housemaid,married,tertiary,no,1922,yes,no,2,no
34,blue-collar,married,primary,no,176,no,no,1,no
45,management,married,tertiary,yes,-577,yes,yes,1,no
39,blue-collar,married,unknown,no,0,no,no,3,no
34,management,married,tertiary,no,889,yes,no,1,no
32,management,single,tertiary,no,597,no,yes,1,no
29,technician,single,secondary,no,428,yes,no,2,no
37,admin.,married,secondary,no,352,yes,no,2,no
26,blue-collar,single,secondary,no,1292,yes,no,4,no
27,management,married,tertiary,no,2729,yes,no,2,no
43,unemployed,divorced,secondary,no,0,yes,no,2,no
33,self-employed,married,tertiary,no,277,no,no,2,no
51,management,married,primary,no,33,yes,no,2,no
45,blue-collar,married,secondary,no,2718,yes,no,2,no
30,admin.,single,secondary,no,2702,yes,no,2,no
38,technician,married,secondary,no,69,no,yes,2,no
25,student,single,secondary,no,1747,yes,no,1,yes
53,management,married,tertiary,no,602,yes,no,2,no
43,retired,married,primary,no,222,no,no,2,no
50,management,divorced,tertiary,no,201,yes,no,1,no
33,services,married,secondary,no,930,no,yes,2,no
57,retired,married,primary,no,-64,yes,no,1,no
26,services,married,secondary,no,-16,yes,no,1,no
46,management,divorced,secondary,no,145,yes,no,5,no
30,management,single,secondary,yes,-985,no,no,4,no
36,services,married,unknown,no,-19,no,yes,1,no
56,admin.,married,secondary,no,360,yes,yes,2,no
50,technician,divorced,secondary,no,-701,yes,yes,1,no
47,blue-collar,married,unknown,no,2458,no,no,3,no
52,entrepreneur,divorced,secondary,no,7,no,no,5,no
30,management,married,tertiary,no,14,no,no,2,no
39,blue-collar,married,secondary,no,334,yes,no,4,no
42,blue-collar,married,secondary,no,634,yes,no,2,no
36,management,married,tertiary,no,268,yes,yes,1,no
39,entrepreneur,married,tertiary,no,350,yes,no,2,no
52,blue-collar,married,primary,no,134,yes,no,3,no
37,blue-collar,married,secondary,no,-59,yes,yes,1,no
28,technician,married,secondary,no,169,yes,no,2,no
28,blue-collar,married,secondary,no,214,yes,yes,3,no
32,admin.,married,secondary,no,0,yes,no,2,no
30,admin.,divorced,secondary,no,78,yes,no,1,no
49,technician,divorced,secondary,no,-39,yes,yes,3,no
43,management,married,secondary,no,5,yes,no,1,no
59,technician,divorced,tertiary,no,3331,yes,no,3,no
29,blue-collar,single,secondary,no,223,no,no,1,no
29,blue-collar,married,secondary,no,658,yes,no,1,no
25,blue-collar,single,secondary,no,674,no,no,2,no
31,services,single,secondary,no,0,yes,no,1,no
31,blue-collar,married,primary,no,33,yes,no,2,yes
32,blue-collar,divorced,primary,no,-156,yes,no,2,no
30,services,married,primary,no,-224,yes,no,3,no
47,blue-collar,divorced,secondary,no,506,no,no,1,no
41,blue-collar,married,secondary,no,2717,yes,yes,2,no
53,housemaid,divorced,primary,no,2253,yes,no,1,no
57,entrepreneur,married,primary,no,6,yes,no,6,no
38,management,married,tertiary,no,272,yes,no,1,no
48,blue-collar,married,primary,no,595,no,no,1,no
40,technician,single,tertiary,no,445,yes,no,1,no
39,management,married,tertiary,no,63,yes,no,1,no
31,admin.,married,secondary,no,12,yes,no,1,no
33,admin.,married,tertiary,no,640,no,no,1,no
35,services,married,secondary,no,0,yes,no,1,no
41,management,married,secondary,no,3096,yes,no,6,no
33,management,married,tertiary,no,7,yes,no,1,no
26,technician,single,secondary,no,3382,no,no,5,no
61,retired,divorced,secondary,no,291,no,no,5,no
34,technician,single,secondary,no,347,yes,no,6,no
37,admin.,married,secondary,no,3226,yes,yes,3,no
40,technician,married,secondary,no,203,yes,no,1,no
54,admin.,married,secondary,no,1335,yes,no,1,no
46,management,married,tertiary,no,-71,yes,yes,2,no
54,entrepreneur,married,tertiary,no,1544,no,yes,3,no
25,entrepreneur,married,tertiary,no,30,yes,no,2,no
57,management,married,tertiary,no,224,yes,no,4,no
25,housemaid,married,primary,no,669,yes,no,2,no
51,management,single,tertiary,no,1565,yes,no,3,no
43,housemaid,married,primary,no,169,no,yes,5,no
45,management,married,tertiary,no,1034,no,yes,4,no
45,admin.,single,secondary,no,757,yes,yes,3,no
53,self-employed,married,tertiary,no,290,no,yes,3,no
44,blue-collar,married,primary,no,658,yes,no,2,no
42,blue-collar,married,secondary,no,0,yes,no,2,no
39,services,divorced,unknown,no,434,yes,no,6,no
35,blue-collar,married,primary,no,0,yes,no,6,no
33,technician,divorced,secondary,no,791,yes,no,2,no
45,blue-collar,married,secondary,no,1103,yes,no,2,no
27,technician,single,secondary,no,471,yes,yes,2,no
30,admin.,married,tertiary,no,0,yes,no,2,no
40,self-employed,married,tertiary,no,191,yes,no,5,no
57,management,married,secondary,no,0,yes,no,2,no
26,services,married,secondary,no,199,no,no,6,no
28,services,single,secondary,no,340,yes,no,2,yes
54,management,married,tertiary,no,148,no,yes,3,no
49,technician,divorced,secondary,no,305,no,no,2,yes
50,blue-collar,divorced,secondary,no,-54,no,no,3,no
37,housemaid,married,primary,no,0,yes,no,5,no
42,management,single,tertiary,no,2032,yes,no,4,no
41,admin.,single,secondary,no,100,yes,no,2,no
43,technician,married,secondary,no,34,yes,no,3,no
39,blue-collar,married,secondary,no,-66,no,yes,5,no
33,entrepreneur,married,secondary,no,-122,no,no,5,no
35,entrepreneur,single,tertiary,no,-880,no,yes,3,no
49,management,single,tertiary,no,2555,no,yes,2,no
37,entrepreneur,married,tertiary,no,0,yes,yes,6,no
32,management,single,tertiary,yes,62,no,yes,3,no
59,blue-collar,married,secondary,no,0,no,no,3,no
37,entrepreneur,married,tertiary,no,1514,no,yes,3,no
47,services,married,secondary,no,2,no,no,2,no
29,blue-collar,married,primary,no,787,yes,no,2,no
41,services,divorced,secondary,no,1838,yes,yes,4,no
48,services,married,secondary,no,2409,yes,no,2,no
33,admin.,single,secondary,no,61,no,no,4,no
42,technician,single,tertiary,no,-411,yes,no,3,no
44,management,married,tertiary,no,0,yes,no,2,no
26,technician,married,secondary,no,415,no,no,2,no
25,management,single,secondary,no,1272,yes,no,2,no
52,admin.,divorced,secondary,no,121,yes,no,2,no
28,unemployed,single,tertiary,no,497,yes,no,6,yes
49,housemaid,married,primary,no,0,yes,no,3,no
55,blue-collar,married,unknown,no,728,yes,no,2,no
43,management,divorced,tertiary,no,38,yes,no,6,no
34,technician,married,tertiary,no,0,yes,no,3,no
48,management,divorced,tertiary,no,64,no,yes,6,no
55,management,married,tertiary,no,149,no,yes,6,no
45,retired,married,primary,no,25,no,yes,3,no
59,unknown,married,secondary,no,402,no,no,5,no
50,management,married,tertiary,no,619,yes,no,2,no
49,blue-collar,married,secondary,no,233,yes,no,2,no
35,technician,single,secondary,yes,0,no,no,3,no
54,retired,married,secondary,no,1371,no,no,2,yes
42,management,divorced,tertiary,no,20,no,no,2,no
34,management,married,tertiary,no,775,yes,no,2,no
27,blue-collar,single,secondary,no,2074,no,yes,2,no
56,management,divorced,tertiary,no,55,no,yes,2,no
46,self-employed,married,secondary,no,0,no,yes,2,no
28,technician,single,tertiary,no,1628,yes,no,2,yes
47,management,married,tertiary,no,19,no,no,2,no
59,management,married,tertiary,no,2365,no,yes,4,no
34,services,divorced,secondary,no,380,yes,yes,2,no
38,entrepreneur,married,primary,no,21,yes,no,4,no
32,services,married,secondary,yes,-220,yes,yes,2,no
27,technician,single,tertiary,no,372,yes,yes,2,yes
36,services,single,secondary,no,14,yes,no,3,no
56,management,married,unknown,no,353,no,yes,2,no
51,management,married,tertiary,no,-15,no,no,2,no
30,technician,married,tertiary,no,179,yes,no,2,no
37,technician,single,tertiary,no,2642,yes,no,3,no
25,services,single,secondary,no,156,yes,yes,5,no
49,blue-collar,single,primary,no,566,yes,no,2,yes
27,technician,married,secondary,no,0,yes,yes,2,no
28,technician,single,secondary,no,799,yes,no,1,no
53,blue-collar,married,primary,no,343,yes,no,5,yes
27,blue-collar,single,secondary,no,137,no,yes,1,no
32,technician,single,secondary,no,26,no,yes,1,no
29,services,married,tertiary,no,-62,yes,yes,1,no
25,services,married,secondary,no,-282,yes,yes,1,no
35,technician,single,secondary,no,2471,yes,yes,5,no
35,services,single,secondary,no,11,yes,no,1,no
50,admin.,divorced,secondary,no,556,yes,no,1,no
32,management,married,tertiary,no,3107,yes,yes,1,no
26,technician,single,secondary,no,941,no,yes,1,yes
51,blue-collar,married,primary,no,1080,no,yes,1,no
27,services,single,primary,no,140,yes,yes,1,no
37,services,married,secondary,no,775,no,yes,1,yes
34,blue-collar,single,secondary,no,1759,no,yes,1,yes
26,self-employed,married,secondary,yes,254,yes,yes,1,no
30,blue-collar,single,secondary,no,3,yes,no,1,no
33,admin.,married,secondary,no,82,yes,no,1,yes
50,technician,married,secondary,no,59,yes,no,5,no
57,entrepreneur,married,tertiary,no,1681,no,no,1,no
57,entrepreneur,married,secondary,yes,-525,no,yes,1,no
38,housemaid,married,primary,yes,0,no,no,1,no
27,technician,single,secondary,no,41,yes,yes,1,no
25,services,single,secondary,no,368,no,no,1,no
46,management,single,tertiary,no,502,no,no,2,no
44,technician,single,primary,no,237,yes,no,1,no
34,blue-collar,married,unknown,no,568,yes,no,1,no
39,technician,married,secondary,no,355,no,no,1,no
30,blue-collar,single,secondary,no,297,yes,no,1,no
31,blue-collar,married,secondary,no,-723,yes,no,2,no
35,management,divorced,tertiary,no,1723,yes,no,1,yes
30,blue-collar,single,primary,no,3195,yes,yes,1,no
29,self-employed,single,tertiary,no,162,no,yes,1,no
47,management,married,tertiary,no,-488,yes,no,5,no
30,admin.,single,secondary,no,-635,no,no,1,no
50,blue-collar,married,primary,no,-454,yes,no,1,no
51,admin.,divorced,secondary,no,74,yes,no,2,no
42,blue-collar,married,primary,no,5,yes,no,2,no
35,management,married,tertiary,no,0,yes,yes,4,no
30,technician,married,secondary,no,-280,yes,no,2,no
32,admin.,married,tertiary,no,176,yes,no,1,no
58,blue-collar,married,secondary,no,144,no,yes,2,no
30,admin.,married,secondary,no,60,no,yes,2,no
28,management,single,tertiary,no,1466,yes,no,1,no
27,student,single,tertiary,no,1,no,no,1,no
26,technician,married,tertiary,no,233,yes,no,1,no
55,retired,married,unknown,no,554,no,yes,1,no
35,management,single,tertiary,no,48,yes,yes,1,no
45,management,married,tertiary,no,634,yes,no,1,no
49,technician,divorced,secondary,no,-54,yes,yes,1,no
36,management,single,tertiary,no,142,yes,no,1,no
41,entrepreneur,married,secondary,no,2959,yes,no,1,no
25,blue-collar,married,secondary,no,59,yes,no,1,no
33,management,married,primary,no,91,no,yes,3,no
43,blue-collar,married,secondary,no,57,yes,no,5,no
31,services,married,secondary,no,395,no,no,3,no
45,blue-collar,married,secondary,no,79,yes,no,1,no
41,admin.,single,secondary,no,0,no,no,2,no
54,blue-collar,married,primary,no,95,no,no,1,no
34,blue-collar,married,secondary,no,765,no,no,1,no
25,blue-collar,married,secondary,no,2,yes,no,2,no
46,admin.,married,unknown,no,0,yes,no,1,no
47,blue-collar,married,primary,no,830,no,yes,1,no
51,retired,married,primary,no,1495,no,no,4,yes
38,technician,single,secondary,no,294,no,yes,2,no
40,entrepreneur,married,secondary,no,0,yes,no,1,no
53,services,married,secondary,no,1364,no,no,1,no
32,blue-collar,divorced,primary,no,380,no,no,2,no
59,retired,married,primary,no,-182,no,yes,1,no
29,blue-collar,married,primary,no,410,no,yes,2,no
48,self-employed,divorced,tertiary,no,103,no,yes,1,no
48,services,married,secondary,no,622,yes,no,1,no
53,housemaid,married,secondary,no,559,yes,no,1,no
35,blue-collar,married,primary,no,305,yes,no,2,no
36,housemaid,married,tertiary,no,147,yes,yes,1,no
58,retired,married,secondary,no,992,no,no,1,no
34,technician,divorced,secondary,no,675,no,no,2,no
39,self-employed,married,tertiary,no,1492,yes,no,1,no
30,blue-collar,divorced,primary,no,-242,no,yes,2,no
54,management,divorced,tertiary,no,2079,no,yes,1,no
54,management,single,tertiary,no,3294,yes,no,5,no
37,management,married,tertiary,no,287,yes,no,2,no
47,services,divorced,secondary,no,-116,no,yes,3,no
37,housemaid,married,secondary,no,589,yes,no,2,no
46,technician,married,secondary,no,-220,yes,no,1,no
42,blue-collar,married,secondary,no,0,yes,no,2,no
47,management,married,primary,no,2793,yes,no,4,no
32,self-employed,single,secondary,no,1259,no,no,2,no
30,technician,married,tertiary,no,71,yes,no,2,no
40,blue-collar,married,secondary,no,0,no,no,2,no
27,services,single,secondary,no,139,no,no,3,no
36,entrepreneur,married,secondary,no,1412,yes,yes,1,no
40,management,divorced,tertiary,no,205,no,no,1,no
33,services,married,secondary,yes,-319,yes,no,1,no
46,management,married,unknown,no,802,yes,no,1,no
37,services,divorced,secondary,no,652,no,no,2,no
32,admin.,married,secondary,no,0,no,no,1,no
25,admin.,single,secondary,no,0,no,yes,1,no
52,admin.,married,secondary,no,473,yes,no,2,no
32,admin.,married,secondary,no,2,yes,no,5,no
30,technician,divorced,tertiary,no,317,yes,no,5,no
36,management,married,tertiary,no,612,no,no,2,no
34,technician,single,secondary,no,318,no,yes,5,no
25,technician,single,secondary,no,1036,yes,no,2,no
56,housemaid,married,primary,no,871,no,no,1,no
54,housemaid,married,secondary,no,209,yes,yes,1,no
39,management,divorced,tertiary,no,1555,yes,no,1,no
55,blue-collar,married,primary,no,2490,no,no,3,no
43,blue-collar,married,secondary,no,1343,yes,yes,2,no
39,technician,married,secondary,no,-709,yes,no,6,no
57,management,married,secondary,no,262,no,no,1,no
39,housemaid,married,secondary,no,42,yes,no,1,no
43,management,married,secondary,no,1424,yes,no,3,no
46,services,married,primary,no,860,no,no,1,no
44,services,married,secondary,no,483,yes,no,1,no
32,unemployed,married,tertiary,no,1,no,no,2,no
30,blue-collar,single,secondary,no,191,no,no,2,no
31,blue-collar,single,secondary,yes,-535,yes,no,1,no
36,services,divorced,secondary,no,-194,no,no,2,no
33,blue-collar,single,secondary,no,0,no,no,1,no
33,admin.,single,secondary,no,-300,yes,yes,1,no
47,management,married,tertiary,no,7,yes,no,5,no
28,management,single,tertiary,no,231,yes,yes,2,no
34,management,married,tertiary,no,1116,yes,no,5,no
26,services,single,secondary,no,0,no,no,3,no
49,housemaid,married,secondary,no,183,no,no,2,no
51,unemployed,married,primary,no,1162,yes,no,1,yes
29,services,single,secondary,no,-251,no,no,1,no
57,management,divorced,secondary,no,23,no,yes,1,no
27,technician,single,secondary,no,1359,no,yes,1,no
54,technician,married,secondary,no,1331,yes,no,2,no
27,services,single,secondary,no,0,no,yes,3,no
30,technician,single,secondary,no,1625,yes,no,3,no
29,entrepreneur,single,secondary,no,158,yes,no,2,no
34,blue-collar,married,primary,no,654,no,no,1,no
26,entrepreneur,married,tertiary,yes,144,no,yes,1,no
40,blue-collar,married,secondary,no,60,no,yes,1,no
28,services,married,secondary,no,633,no,yes,1,no
40,management,married,tertiary,no,-7,no,yes,1,no
36,management,married,tertiary,no,1988,yes,yes,2,no
33,blue-collar,divorced,secondary,no,0,no,no,2,no
59,retired,married,secondary,no,377,no,yes,4,no
34,technician,married,secondary,no,0,yes,no,3,no
53,retired,married,primary,no,759,yes,no,5,no
55,self-employed,married,secondary,no,2387,yes,no,4,no
30,technician,single,secondary,no,1626,no,no,3,no
57,management,divorced,tertiary,no,909,yes,no,2,no
51,management,married,tertiary,no,656,yes,no,2,no
51,entrepreneur,married,secondary,no,2156,yes,no,3,no
35,admin.,married,secondary,no,786,no,yes,1,no
39,admin.,divorced,secondary,no,2903,yes,yes,2,no
59,housemaid,divorced,primary,yes,0,no,yes,2,no
25,blue-collar,married,secondary,no,-102,no,no,1,no
51,technician,married,secondary,no,18,no,yes,6,no
31,services,single,secondary,yes,-21,no,yes,1,no
41,admin.,married,secondary,no,1672,yes,no,1,no
31,technician,married,tertiary,no,0,yes,no,6,no
27,management,married,tertiary,no,159,yes,no,2,no
52,services,divorced,secondary,no,2455,no,no,1,no
38,admin.,married,secondary,no,689,yes,no,1,no
30,admin.,single,tertiary,no,33,yes,no,1,no
34,technician,divorced,secondary,no,1301,yes,no,2,no
36,entrepreneur,single,secondary,no,475,no,no,3,no
44,technician,married,secondary,no,111,yes,yes,3,no
30,blue-collar,married,primary,no,-68,yes,no,2,no
32,blue-collar,married,primary,no,104,yes,no,3,no
31,housemaid,single,secondary,no,0,yes,no,4,no
32,services,single,secondary,no,441,no,yes,2,no
42,housemaid,married,primary,no,1523,yes,yes,5,no
54,management,married,secondary,no,1134,yes,no,3,yes
28,management,single,secondary,no,265,yes,no,2,no
49,blue-collar,married,primary,no,1644,yes,no,4,no
41,blue-collar,married,primary,no,1018,yes,no,1,no
25,blue-collar,married,secondary,no,-23,yes,no,1,no
41,blue-collar,married,unknown,no,0,no,yes,4,no
51,blue-collar,married,primary,no,0,yes,yes,3,yes
36,management,married,tertiary,no,909,yes,yes,3,no
32,services,married,secondary,no,194,yes,yes,2,no
27,technician,single,secondary,no,15,yes,no,3,no
27,admin.,married,secondary,no,158,yes,no,2,no
49,admin.,divorced,secondary,no,560,yes,no,3,no
42,management,divorced,secondary,no,284,no,no,4,no
40,admin.,divorced,secondary,no,274,yes,yes,4,no
31,blue-collar,married,primary,no,3,no,yes,3,no
28,services,married,secondary,no,7,no,no,3,no
36,admin.,married,secondary,no,670,yes,no,3,no
45,services,married,secondary,no,88,yes,no,4,no
36,blue-collar,married,primary,no,345,yes,no,2,no
30,management,married,tertiary,no,1221,yes,no,4,yes
34,blue-collar,single,secondary,no,-603,no,no,4,no
33,self-employed,married,tertiary,no,980,no,no,3,no
32,services,married,secondary,no,252,yes,yes,4,no
28,admin.,single,secondary,no,230,no,no,3,no
30,technician,married,secondary,no,2371,yes,yes,5,no
58,retired,single,primary,no,999,no,no,6,no
58,entrepreneur,married,tertiary,yes,0,no,yes,4,no
49,entrepreneur,married,secondary,no,1147,yes,yes,3,no
46,blue-collar,married,primary,no,-271,yes,no,2,no
33,technician,married,secondary,no,-74,yes,no,4,no
37,management,married,tertiary,no,-70,yes,no,2,no
38,admin.,married,primary,no,0,yes,yes,5,no
34,entrepreneur,single,secondary,yes,-200,no,yes,5,no
37,blue-collar,married,secondary,no,236,no,no,6,no
28,admin.,single,secondary,no,649,yes,no,3,no
35,technician,married,tertiary,no,1629,no,no,4,yes
38,blue-collar,married,primary,no,406,yes,no,5,no
41,blue-collar,married,secondary,no,1915,yes,no,4,no
26,blue-collar,married,primary,no,133,no,yes,3,no
60,retired,married,secondary,no,90,yes,no,3,no
31,management,married,tertiary,no,1215,no,no,2,no
31,entrepreneur,divorced,tertiary,no,1767,no,no,6,no
33,blue-collar,married,secondary,no,-77,yes,no,3,no
45,technician,single,secondary,no,586,no,yes,3,no
30,blue-collar,single,secondary,no,363,no,no,3,no
55,blue-collar,divorced,secondary,no,496,no,yes,4,no
45,entrepreneur,divorced,primary,no,888,yes,no,6,no
58,retired,married,primary,no,282,yes,no,4,no
30,technician,single,tertiary,no,190,yes,no,3,no
34,technician,single,tertiary,no,2047,yes,no,5,no
26,blue-collar,married,primary,no,40,no,yes,3,no
51,entrepreneur,married,secondary,yes,-2082,no,yes,6,no
29,management,single,tertiary,no,2063,no,no,3,no
56,management,married,tertiary,no,-1493,no,yes,4,no
38,services,married,primary,no,0,no,no,3,no
35,admin.,single,secondary,no,-16,no,yes,3,no
47,blue-collar,divorced,primary,yes,0,yes,no,3,no
58,technician,divorced,secondary,no,-147,yes,yes,3,no
37,blue-collar,married,secondary,no,965,yes,no,4,no
57,admin.,single,secondary,no,0,no,no,4,no
42,blue-collar,married,secondary,no,-128,no,yes,4,no
32,services,married,secondary,no,0,yes,no,5,no
53,services,married,primary,no,-166,no,yes,4,no
33,management,married,tertiary,no,349,yes,yes,3,no
34,services,single,secondary,no,215,no,no,5,no
25,technician,single,secondary,no,616,no,yes,4,no
45,admin.,divorced,tertiary,no,1506,no,no,4,yes
30,services,married,primary,no,997,yes,no,3,no
46,services,married,secondary,no,53,no,yes,3,no
27,technician,married,secondary,no,0,yes,no,6,no
25,management,single,tertiary,no,155,yes,no,3,no
30,management,married,tertiary,no,1235,yes,no,3,no
50,services,married,secondary,no,0,yes,no,3,no
25,student,single,tertiary,no,-380,no,no,4,no
59,retired,married,primary,no,0,yes,no,4,no
36,technician,married,secondary,no,-90,yes,no,3,no
33,entrepreneur,married,tertiary,no,114,no,yes,3,no
28,services,single,secondary,no,1136,no,no,3,no
44,admin.,married,primary,no,-92,no,yes,5,no
31,management,single,tertiary,no,0,yes,no,3,no
44,technician,divorced,secondary,no,0,yes,no,2,no
46,admin.,married,secondary,no,31,yes,yes,2,no
33,technician,married,secondary,no,181,yes,yes,2,no
38,technician,divorced,tertiary,no,465,no,yes,3,no
37,management,single,unknown,no,242,no,yes,3,no
34,admin.,single,secondary,no,79,yes,no,3,no
43,services,married,secondary,no,1220,no,no,2,no
58,management,single,tertiary,no,331,no,yes,3,no
52,management,married,tertiary,no,2428,yes,no,3,no
43,services,divorced,secondary,no,-145,yes,no,3,no
53,entrepreneur,single,unknown,no,202,no,no,3,no
38,services,married,secondary,no,0,yes,no,2,no
48,housemaid,married,secondary,no,513,no,yes,3,yes
39,management,married,tertiary,no,278,no,yes,3,no
51,self-employed,married,secondary,yes,-206,no,yes,3,no
42,blue-collar,married,unknown,no,345,yes,yes,3,no
33,management,married,tertiary,no,0,yes,no,3,no
32,technician,married,secondary,no,163,yes,yes,3,no
27,admin.,married,secondary,no,31,yes,yes,2,no
40,technician,married,secondary,no,-496,no,no,2,no
38,management,single,tertiary,no,8,yes,no,2,no
36,blue-collar,married,secondary,no,1587,yes,no,2,no
33,services,single,secondary,no,0,yes,no,2,no
40,services,divorced,secondary,no,9,no,no,2,no
52,housemaid,married,secondary,no,-12,no,yes,5,no
57,retired,married,primary,no,592,no,yes,5,no
39,services,divorced,secondary,no,293,yes,yes,2,no
28,technician,single,secondary,no,181,yes,no,3,no
48,technician,married,secondary,no,759,yes,no,5,no
56,blue-collar,divorced,secondary,no,1346,no,yes,3,no
29,blue-collar,married,secondary,no,246,yes,no,5,no
35,blue-collar,married,secondary,no,209,yes,yes,2,no
48,housemaid,married,secondary,no,0,no,no,5,no
42,services,married,secondary,no,98,yes,no,2,no
43,blue-collar,single,primary,no,-399,no,yes,3,yes
59,housemaid,married,primary,no,0,no,yes,2,no
28,management,single,tertiary,no,111,yes,yes,2,no
56,admin.,divorced,secondary,no,1026,yes,no,2,no
38,management,married,secondary,no,1066,yes,no,2,no
39,blue-collar,married,secondary,no,366,yes,no,5,no
34,admin.,married,secondary,no,1655,yes,no,2,no
48,self-employed,married,tertiary,no,147,no,yes,4,no
50,blue-collar,married,secondary,no,724,no,no,2,no
26,blue-collar,single,secondary,no,37,no,yes,2,no
40,technician,divorced,secondary,no,669,yes,no,2,no
32,technician,married,secondary,no,659,no,yes,2,no
53,admin.,married,secondary,no,673,no,yes,2,no
26,blue-collar,single,primary,no,1538,no,yes,3,no
49,services,divorced,secondary,no,0,no,no,2,yes
50,technician,married,secondary,no,2972,no,no,5,no
40,technician,single,secondary,no,134,yes,yes,2,no
28,admin.,married,secondary,no,157,yes,yes,2,no
48,admin.,married,secondary,no,-160,no,yes,3,no
26,technician,married,tertiary,no,-385,yes,no,3,no
34,management,single,secondary,no,516,yes,no,2,no
36,management,married,tertiary,no,-861,yes,yes,2,no
55,retired,married,secondary,no,1126,yes,no,2,no
30,admin.,single,secondary,no,-548,yes,yes,2,no
49,services,married,tertiary,no,475,yes,no,2,no
48,blue-collar,married,secondary,no,917,yes,no,5,no
42,housemaid,married,primary,no,1,yes,no,5,no
53,housemaid,married,primary,no,362,no,no,2,yes
48,entrepreneur,married,secondary,no,0,no,yes,2,yes
30,services,married,secondary,no,1399,no,no,6,no
58,admin.,divorced,secondary,no,447,no,no,4,no
38,housemaid,married,secondary,no,-278,yes,no,2,no
33,services,married,secondary,no,90,yes,no,2,no
44,housemaid,married,secondary,no,829,no,no,3,no
26,services,single,secondary,no,81,yes,no,2,no
26,blue-collar,single,secondary,no,0,no,no,2,no
58,housemaid,married,primary,no,435,yes,no,6,no
29,blue-collar,married,primary,no,-382,yes,no,2,no
56,management,divorced,tertiary,no,-141,no,no,4,no
36,blue-collar,married,primary,no,656,yes,no,4,no
36,management,married,tertiary,no,-1629,yes,yes,2,no
58,technician,divorced,secondary,no,553,yes,no,2,no
26,services,married,secondary,no,4,yes,no,2,no
28,blue-collar,married,tertiary,no,902,yes,no,2,no
44,blue-collar,married,secondary,no,215,no,yes,5,no
53,services,divorced,unknown,no,1012,yes,no,2,no
27,blue-collar,married,primary,no,108,yes,no,2,no
52,services,married,primary,no,14,no,yes,5,no
33,services,married,secondary,no,837,yes,no,2,no
31,blue-collar,married,primary,no,290,yes,no,3,no
27,technician,married,secondary,no,0,yes,yes,2,no
29,technician,single,secondary,no,5,yes,yes,2,no
59,management,divorced,tertiary,no,14,no,yes,2,no
32,blue-collar,single,secondary,no,82,yes,no,4,no
31,technician,married,secondary,no,17,yes,no,3,no
46,blue-collar,married,secondary,no,-216,yes,no,3,no
50,admin.,single,secondary,no,167,no,yes,3,no
51,blue-collar,married,secondary,no,224,yes,yes,5,no
27,self-employed,married,tertiary,no,0,no,yes,4,no
32,services,married,secondary,no,-173,yes,no,2,no
47,housemaid,married,primary,no,20,no,yes,5,no
39,blue-collar,married,secondary,no,1439,yes,no,6,no
32,technician,single,tertiary,no,849,yes,no,5,no
41,technician,divorced,secondary,no,611,yes,no,5,no
50,housemaid,married,secondary,no,1954,no,yes,4,no
42,management,married,tertiary,no,1220,yes,no,2,no
28,technician,single,secondary,no,-97,no,no,4,no
33,entrepreneur,married,tertiary,no,407,yes,no,2,no
38,management,single,tertiary,no,-476,yes,no,2,no
35,blue-collar,married,secondary,no,449,yes,no,4,no
27,blue-collar,single,secondary,no,103,no,yes,5,no
55,technician,single,tertiary,no,-528,no,no,2,no
29,services,single,secondary,no,553,no,yes,5,no
34,technician,married,secondary,no,0,yes,no,2,no
60,technician,divorced,tertiary,no,-361,no,yes,6,no
29,management,married,tertiary,no,361,yes,yes,3,no
32,admin.,married,secondary,no,2468,yes,yes,4,no
29,technician,married,tertiary,no,676,no,no,4,no
39,blue-collar,married,primary,no,1373,yes,no,5,no
34,housemaid,married,tertiary,no,0,no,no,5,no
40,services,married,secondary,no,473,yes,no,3,yes
49,management,married,tertiary,no,224,yes,no,3,no
29,technician,married,secondary,no,0,yes,no,6,no
50,admin.,married,secondary,no,546,no,no,6,no
45,entrepreneur,married,tertiary,no,219,yes,yes,4,no
59,self-employed,married,primary,no,0,yes,no,2,no
